date_time,id,box
2013-05-10 21:09:26,0006B38576,K60
2013-05-10 21:10:46,00068E0D1B,K60
2013-05-10 21:11:24,0001F7D726,K60
2013-05-10 21:11:33,0006CC2C18,K60
2013-05-10 21:11:41,0006B2B661,K60
2013-05-10 21:14:14,0006E24ECA,K60
2013-05-10 21:14:25,0006B29E17,K60
2013-05-10 21:14:46,000697B587,K60
2013-05-10 21:14:48,00068E1731,K60
2013-05-10 21:15:44,0006B3B75C,K60
2013-05-10 21:19:07,0006E239ED,K60
2013-05-10 21:19:17,00064407F9,K60
2013-05-10 21:19:20,0006CC3D98,K60
2013-05-10 21:20:55,0006B352AD,K60
2013-05-11 21:22:54,0006B3AA57,K14
2013-05-11 21:23:15,0006B3AC35,K14
2013-05-11 21:24:18,0006CC3D98,K45
2013-05-11 21:24:33,000697A8D2,K14
2013-05-11 21:26:59,000697B587,K45
2013-05-11 21:27:12,00064407F9,K14
2013-05-11 21:27:26,00060F6D0D,K45
2013-05-11 21:27:47,0001F7D726,K14
2013-05-11 21:28:11,0006E239ED,K45
2013-05-11 21:28:35,0006B29E17,K45
2013-05-11 21:29:43,00061D3F49,K14
2013-05-11 21:30:37,00068E1731,K45
2013-05-11 21:30:41,00068E0D1B,K45
2013-05-11 21:30:58,0006E24ECA,K45
2013-05-11 21:31:03,0006CC2C18,K45
2013-05-11 21:32:04,0006E25108,K45
2013-05-11 21:32:55,0006B2B661,K45
2013-05-11 21:33:11,0006CC2F15,K45
2013-05-11 21:33:59,0006B38576,K45
2013-05-11 21:35:00,0006CC3CA1,K45
2013-05-11 21:36:25,0006CC24E9,K45
2013-05-11 21:37:13,00068E377E,K45
2013-05-12 04:25:53,0006B3AC35,K45
2013-05-12 05:01:16,0006B3AC35,K14
2013-05-12 05:01:45,0006B352AD,K14
2013-05-12 05:10:08,000697A8D2,K14
2013-05-12 05:10:12,0006CC3CA1,K14
2013-05-12 05:15:12,00064407F9,K14
2013-05-12 05:18:16,0006B2B661,K45
2013-05-12 05:18:20,00068E0D1B,K14
2013-05-12 05:18:59,0006E239ED,K45
2013-05-12 05:19:02,0006B3AC35,K45
2013-05-12 05:20:16,0006B29E17,K45
2013-05-12 05:21:17,00060F6D0D,K14
2013-05-12 05:21:37,0006CC24E9,K45
2013-05-12 05:22:13,0006CC2C18,K14
2013-05-12 05:24:57,0006E25108,K45
2013-05-12 21:38:09,00068E1731,K14
2013-05-12 21:40:52,0006CC2C18,K14
2013-05-12 21:42:00,00064407F9,K14
2013-05-12 21:43:19,00060F6D0D,K14
2013-05-12 21:43:38,0006CC3CA1,K14
2013-05-12 21:47:10,00068E377E,K14
2013-05-12 21:48:07,0006B352AD,K14
2013-05-12 21:48:48,0006B29E17,K45
2013-05-12 21:50:00,00061D3F49,K14
2013-05-12 21:52:36,0001F7D726,K45
2013-05-12 21:53:04,00068E0D1B,K45
2013-05-12 21:53:36,0006E239ED,K45
2013-05-12 21:57:13,0006CC2F15,K45
2013-05-12 21:58:08,0006E25108,K45
2013-05-12 22:05:23,0006B3AC35,K45
2013-05-12 22:05:30,0006CC3D98,K45
2013-05-12 22:05:58,0006CC24E9,K45
2013-05-12 22:09:01,0006B2B661,K45
2013-05-12 22:09:27,000697B587,K45
2013-05-12 22:09:59,0006B38576,K45
2013-05-12 22:11:25,0006B29E17,K45
2013-05-12 22:18:08,0006B29E17,K45
2013-05-12 22:35:19,0006CC3D98,K45
2013-05-12 22:38:28,0006CC3D98,K45
2013-05-12 23:08:05,0006B2B661,K45
2013-05-12 23:12:14,0006B2B661,K45
2013-05-12 23:16:25,0006CC2F15,K45
2013-05-13 00:51:05,0006CC2F15,K45
2013-05-13 01:11:04,0006CC2F15,K45
2013-05-13 01:11:08,000697B587,K45
2013-05-13 01:13:56,000697B587,K14
2013-05-13 01:14:01,0006CC2F15,K14
2013-05-13 03:14:26,00064407F9,K14
2013-05-13 03:15:57,00068E377E,K14
2013-05-13 03:18:44,00064407F9,K14
2013-05-13 04:32:11,0006E25108,K45
2013-05-13 05:09:21,00064407F9,K14
2013-05-13 05:09:48,0006CC2F15,K14
2013-05-13 05:09:51,00060F6D0D,K14
2013-05-13 05:11:02,0006B2B661,K45
2013-05-13 05:11:42,00068E377E,K45
2013-05-13 05:13:18,0006E239ED,K45
2013-05-13 05:16:34,0006B2B661,K45
2013-05-13 05:16:36,0006E239ED,K45
2013-05-13 05:17:05,000697A8D2,K14
2013-05-13 05:22:45,0006B29E17,K14
2013-05-13 21:31:10,0006B29E17,K14
