#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
"0;Trovan Unique;""00079ABB95"";11.06.2018;18:29:49;;0;-;;;"
"1;Trovan Unique;""00079ABB95"";11.06.2018;18:29:51;;0;-;;;"
"2;Trovan Unique;""0006B39652"";11.06.2018;22:34:12;;0;-;;;"
"3;Trovan Unique;""0006B3A241"";11.06.2018;22:35:18;;0;-;;;"
"4;Trovan Unique;""0006B3A241"";11.06.2018;22:35:19;;0;-;;;"
"5;Trovan Unique;""0006B3ADE3"";11.06.2018;22:35:37;;0;-;;;"
"6;Trovan Unique;""0006B3ADE3"";11.06.2018;22:35:38;;0;-;;;"
"7;Trovan Unique;""0006B3ADE3"";11.06.2018;22:35:39;;0;-;;;"
"8;Trovan Unique;""0006B36684"";11.06.2018;22:36:37;;0;-;;;"
"9;Trovan Unique;""0006B36684"";11.06.2018;22:36:38;;0;-;;;"
"10;Trovan Unique;""0006B36684"";11.06.2018;22:36:39;;0;-;;;"
"11;Trovan Unique;""0006B36684"";11.06.2018;22:36:42;;0;-;;;"
"12;Trovan Unique;""00074C2037"";11.06.2018;22:40:14;;0;-;;;"
"13;Trovan Unique;""0006CC12F0"";11.06.2018;22:40:18;;0;-;;;"
"14;Trovan Unique;""00075CD221"";11.06.2018;22:43:29;;0;-;;;"
"15;Trovan Unique;""0006B39A11"";11.06.2018;22:55:39;;0;-;;;"
"16;Trovan Unique;""0006B39A11"";11.06.2018;22:55:40;;0;-;;;"
"17;Trovan Unique;""0006B34E85"";12.06.2018;02:40:44;;0;-;;;"
"18;Trovan Unique;""0006B34B41"";12.06.2018;02:41:19;;0;-;;;"
"19;Trovan Unique;""0006B34E85"";12.06.2018;02:41:22;;0;-;;;"
"20;Trovan Unique;""0006B34E85"";12.06.2018;02:41:23;;0;-;;;"
"21;Trovan Unique;""0006B3ADE3"";12.06.2018;04:07:41;;0;-;;;"
"22;Trovan Unique;""0006B3ADE3"";12.06.2018;04:08:00;;0;-;;;"
"23;Trovan Unique;""0006B3ADE3"";12.06.2018;04:08:01;;0;-;;;"
"24;Trovan Unique;""0006B39652"";12.06.2018;04:22:28;;0;-;;;"
"25;Trovan Unique;""0006B3ADE3"";12.06.2018;04:44:46;;0;-;;;"
"26;Trovan Unique;""0006B3A241"";12.06.2018;04:44:57;;0;-;;;"
"27;Trovan Unique;""0006B39A11"";12.06.2018;04:48:23;;0;-;;;"
"28;Trovan Unique;""00075CD221"";12.06.2018;04:49:27;;0;-;;;"
