#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
0;Trovan Unique;"0006B3B283";24.08.2017;11:56:18;;-;-;;
1;Trovan Unique;"0006B3B283";24.08.2017;11:56:20;;-;-;;
2;Trovan Unique;"000770F886";24.08.2017;20:41:40;;-;-;;
3;Trovan Unique;"000770F886";24.08.2017;20:41:41;;-;-;;
4;Trovan Unique;"000770F886";24.08.2017;20:41:42;;-;-;;
5;Trovan Unique;"000770F886";24.08.2017;20:41:43;;-;-;;
6;Trovan Unique;"000770F886";24.08.2017;20:41:44;;-;-;;
7;Trovan Unique;"00065EBF3C";24.08.2017;20:43:35;;-;-;;
8;Trovan Unique;"00074FA290";24.08.2017;20:43:38;;-;-;;
9;Trovan Unique;"0006B35440";24.08.2017;20:45:18;;-;-;;
10;Trovan Unique;"0006B3A093";24.08.2017;20:51:10;;-;-;;
11;Trovan Unique;"00075D2562";24.08.2017;20:51:36;;-;-;;
12;Trovan Unique;"00075D110D";24.08.2017;20:51:41;;-;-;;
13;Trovan Unique;"000770D8F5";24.08.2017;20:51:59;;-;-;;
14;Trovan Unique;"000770D8F5";24.08.2017;20:52:00;;-;-;;
15;Trovan Unique;"000770ED72";24.08.2017;20:52:07;;-;-;;
16;Trovan Unique;"000770ED72";24.08.2017;20:52:08;;-;-;;
17;Trovan Unique;"000770ED72";24.08.2017;20:52:09;;-;-;;
18;Trovan Unique;"00075D6587";25.08.2017;12:49:58;;-;-;;
19;Trovan Unique;"00075D6587";25.08.2017;12:49:59;;-;-;;
20;Trovan Unique;"00075D6587";25.08.2017;12:50:00;;-;-;;
21;Trovan Unique;"00075D6587";25.08.2017;12:50:01;;-;-;;
22;Trovan Unique;"00075D6587";25.08.2017;12:50:02;;-;-;;
23;Trovan Unique;"00075D6587";25.08.2017;12:50:03;;-;-;;
24;Trovan Unique;"00075D6587";25.08.2017;12:50:04;;-;-;;
25;Trovan Unique;"00075D6587";25.08.2017;12:50:05;;-;-;;
26;Trovan Unique;"00075D6587";25.08.2017;12:50:06;;-;-;;
27;Trovan Unique;"00075D6587";25.08.2017;12:50:07;;-;-;;
28;Trovan Unique;"00075D6587";25.08.2017;12:50:09;;-;-;;
29;Trovan Unique;"00075D6587";25.08.2017;12:50:10;;-;-;;
30;Trovan Unique;"00075D6587";25.08.2017;12:50:13;;-;-;;
31;Trovan Unique;"00075D6587";25.08.2017;12:50:14;;-;-;;
32;Trovan Unique;"00075D6587";25.08.2017;12:50:16;;-;-;;
33;Trovan Unique;"00075D6587";25.08.2017;12:50:19;;-;-;;
34;Trovan Unique;"00075D6587";25.08.2017;12:50:20;;-;-;;
