date,colony,box,logger,species,details,Transponder Code:,Time:
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:36:59
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:00
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:01
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:02
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:02
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:04
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:13
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:14
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007C18C52,00:37:32
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:36
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:37
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:37:38
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,00:38:47
2024-05-17,GB2,K89,LID31,Mbec,TQ,00075D879F,00:39:22
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:32
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:33
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:34
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:50
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:51
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,00:39:52
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0A62,00:39:58
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0A62,00:39:59
2024-05-17,GB2,K89,LID31,Mbec,TQ,0006E24ECA,00:40:29
2024-05-17,GB2,K89,LID31,Mbec,TQ,0006E24ECA,00:40:31
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079A0255,00:40:49
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,00:42:04
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,00:42:05
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,00:42:06
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,00:42:07
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10CE1,00:43:08
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10CE1,00:43:10
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10CE1,00:43:11
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10CE1,00:43:12
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,00:53:23
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:53
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:54
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:56
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:57
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:58
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:17:59
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:00
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:01
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:02
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:03
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:04
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:05
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:06
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:07
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:08
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:09
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:10
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:11
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:13
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:14
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:18:15
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079A0255,01:18:22
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079A0255,02:12:47
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,03:00:09
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,03:00:42
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,03:00:43
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,03:00:44
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D109BB,04:31:51
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10CE1,04:33:10
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0A62,04:34:53
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0F3D,04:40:33
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0F3D,04:40:34
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,04:41:56
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,04:45:03
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ABA539,04:49:06
2024-05-17,GB2,K89,LID31,Mbec,TQ,0006E24ECA,04:54:07
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDDFAD,04:55:25
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079ABB95,10:31:34
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079ABB95,10:31:35
2024-05-17,GB2,K37,LID32,Mbec,empty,00079ABB95,10:07:43
2024-05-17,GB2,K37,LID32,Mbec,empty,00079ABB95,10:07:45
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D110B4,21:29:40
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D110B4,21:29:42
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D11055,21:35:56
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D11055,21:35:57
2024-05-17,GB2,K37,LID32,Mbec,empty,00074F663E,21:36:29
2024-05-17,GB2,K37,LID32,Mbec,empty,00071E2D31,21:37:55
2024-05-17,GB2,K37,LID32,Mbec,empty,00071E2D31,21:37:56
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D10CE1,21:38:50
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D10CE1,21:38:51
2024-05-17,GB2,K37,LID32,Mbec,empty,000786B8A2,21:38:57
2024-05-17,GB2,K37,LID32,Mbec,empty,0007C1922C,21:42:39
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:18
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:19
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:20
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:21
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:23
2024-05-17,GB2,K37,LID32,Mbec,empty,0007ABF44A,21:43:24
2024-05-17,GB2,K37,LID32,Mbec,empty,0007AC34C9,21:45:18
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,21:45:34
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D109B4,21:46:02
2024-05-17,GB2,K37,LID32,Mbec,empty,0007CDB484,21:48:21
2024-05-17,GB2,K37,LID32,Mbec,empty,0007CE0F3D,21:49:15
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:06:34
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:06:35
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:06:36
2024-05-17,GB2,K37,LID32,Mbec,empty,00075D879F,22:29:54
2024-05-17,GB2,K37,LID32,Mbec,empty,00075D879F,22:29:57
2024-05-17,GB2,K37,LID32,Mbec,empty,00075D879F,22:29:58
2024-05-17,GB2,K37,LID32,Mbec,empty,00075D879F,22:29:59
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:31:40
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:31:57
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:31:58
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:00
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:26
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:27
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:28
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:29
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D104D3,22:32:30
2024-05-17,GB2,K37,LID32,Mbec,empty,0007D109B4,22:48:36
2024-05-18,GB2,K37,LID32,Mbec,empty,0007AC418B,03:23:20
2024-05-18,GB2,K37,LID32,Mbec,empty,000786B8A2,04:26:04
2024-05-18,GB2,K37,LID32,Mbec,empty,000786B8A2,04:26:05
2024-05-18,GB2,K37,LID32,Mbec,empty,0007D104D3,04:40:05
2024-05-18,GB2,K37,LID32,Mbec,empty,0007D104D3,04:41:03
2024-05-18,GB2,K37,LID32,Mbec,empty,00079ABB95,14:19:52
2024-05-18,GB2,K37,LID32,Mbec,empty,00079ABB95,14:19:54
2024-05-17,GB2,K81,LID37,Mbec,TQ,00079ABB95,10:46:17
2024-05-17,GB2,K81,LID37,Mbec,TQ,00079ABB95,10:46:18
2024-05-17,GB2,K81,LID37,Mbec,TQ,000799A5EF,21:34:28
2024-05-17,GB2,K81,LID37,Mbec,TQ,000799A5EF,21:34:29
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007ABDCCF,21:35:23
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:27
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:28
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:29
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:30
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:32
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:32
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D1062C,21:36:33
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007AC0734,21:43:13
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDEB80,21:43:24
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDEB80,21:43:25
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDEB80,21:43:26
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007AC44BD,21:43:32
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDEE51,21:43:39
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDEE51,21:43:41
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:48
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:49
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:50
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:51
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:52
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:53
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:54
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:43:55
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:44:43
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007CDF4D9,21:44:44
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007AC8BE4,21:44:55
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007AC8BE4,21:44:56
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007AC8BE4,21:44:57
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007C18B80,21:46:13
2024-05-17,GB2,K81,LID37,Mbec,TQ,000783CB2B,21:46:40
2024-05-17,GB2,K81,LID37,Mbec,TQ,000783CB2B,21:46:43
2024-05-17,GB2,K81,LID37,Mbec,TQ,000783F429,21:47:26
2024-05-17,GB2,K81,LID37,Mbec,TQ,0006E239ED,21:49:05
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:53:46
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:53:57
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:54:02
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:54:45
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:54:46
2024-05-17,GB2,K81,LID37,Mbec,TQ,0007D109BB,21:54:48
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CE054D,04:18:23
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CE054D,04:18:24
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CE054D,04:18:25
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CE054D,04:18:26
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CE054D,04:18:27
2024-05-18,GB2,K81,LID37,Mbec,TQ,000799A5EF,04:18:55
2024-05-18,GB2,K81,LID37,Mbec,TQ,0006B3BF04,04:19:34
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007CDEB80,04:20:43
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007AC8BE4,04:23:23
2024-05-18,GB2,K81,LID37,Mbec,TQ,0006E239ED,04:25:30
2024-05-18,GB2,K81,LID37,Mbec,TQ,0006E241C1,04:40:35
2024-05-18,GB2,K81,LID37,Mbec,TQ,000783F429,04:48:08
2024-05-18,GB2,K81,LID37,Mbec,TQ,0007AC44BD,04:57:12
2024-05-18,GB2,K81,LID37,Mbec,TQ,00079ABB95,17:20:45
2024-05-18,GB2,K81,LID37,Mbec,TQ,00079ABB95,17:20:45
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079ABB95,10:33:27
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079ABB95,10:33:28
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,21:33:05
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,21:33:06
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,21:33:07
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,21:33:07
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0387,21:33:08
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ABA539,21:41:04
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079AAA3C,21:43:13
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10BA0,21:43:18
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,21:47:56
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,21:47:57
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D10122,21:48:23
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D109BB,21:48:52
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D109BB,21:48:53
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D109BB,21:48:54
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D109BB,21:48:55
2024-05-17,GB2,K89,LID31,Mbec,TQ,00079A0255,21:49:18
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0A62,21:49:24
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CE0A62,21:49:25
2024-05-17,GB2,K89,LID31,Mbec,TQ,00075B22B0,21:49:29
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007C18C52,21:51:58
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ABD4DC,21:52:05
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ABD4DC,21:52:06
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDDFAD,21:56:35
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDDFAD,21:56:38
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDDFAD,21:56:41
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,21:57:12
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,21:57:13
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,21:57:14
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,21:57:15
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ACAC37,21:57:16
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDCC06,21:57:39
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDCC06,21:57:40
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDCC06,21:57:41
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007CDCC06,21:57:42
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:14
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:15
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:16
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:17
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:18
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:19
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC494F,21:59:20
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC5939,22:02:27
2024-05-17,GB2,K89,LID31,Mbec,TQ,0006E24ECA,22:04:03
2024-05-17,GB2,K89,LID31,Mbec,TQ,00075D879F,22:06:02
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0145,22:08:09
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007AC0145,22:08:10
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007ABC809,22:12:24
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D110B4,22:27:16
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D110B4,22:27:18
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D1088C,22:35:11
2024-05-17,GB2,K89,LID31,Mbec,TQ,0007D110B4,22:56:12
2024-05-17,GB2,K89,LID31,Mbec,TQ,000783CB2B,23:17:36
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,00:00:31
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,00:00:37
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:35
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:36
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:37
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:38
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:39
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:40
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,00:19:41
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:22:50
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:22:54
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:22:57
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:22:58
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:22:59
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:23:00
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:23:01
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:23:02
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:23:03
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,00:23:05
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D104DB,00:25:40
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,00:26:19
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,00:26:20
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,00:30:13
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,01:41:00
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,01:41:59
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,01:43:18
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,01:43:19
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,01:43:20
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,01:43:22
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,01:43:26
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,01:44:18
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,01:44:19
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,01:44:21
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDCC06,01:44:22
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D110B4,01:45:19
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D110B4,01:45:26
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D110B4,01:45:27
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D110B4,01:45:29
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D110B4,01:45:30
2024-05-18,GB2,K89,LID31,Mbec,TQ,000783CB2B,01:45:52
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075B22B0,01:46:03
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075B22B0,01:46:04
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075D879F,01:47:16
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,01:47:24
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,01:47:25
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,01:47:26
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D109BB,01:47:27
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D104DB,01:48:59
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,01:49:06
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDB484,01:49:07
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:22
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:23
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:24
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:25
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:26
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,01:51:27
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,02:00:51
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,02:14:31
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,02:14:31
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:02
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:03
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:06
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:07
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:08
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:09
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:09
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:13
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:14
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:15
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:41:16
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:44:39
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,02:47:32
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,02:47:33
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:50:17
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10CE1,02:50:18
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,02:59:50
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CE0F3D,03:06:25
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,03:15:42
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CE0F3D,03:34:06
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CE0F3D,03:34:08
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1088C,03:34:10
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,03:38:32
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079A0255,03:38:34
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:52
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:53
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:54
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:54
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:55
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:45:56
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ACAC37,03:50:40
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D104DB,03:59:53
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CDDFAD,04:10:29
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1104E,04:13:40
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1104E,04:13:41
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D1104E,04:13:42
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007ABA539,04:13:58
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D10BA0,04:16:41
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075CE063,04:43:59
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007CE0A62,04:44:59
2024-05-18,GB2,K89,LID31,Mbec,TQ,0006B3AC35,04:45:13
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075CE063,04:45:34
2024-05-18,GB2,K89,LID31,Mbec,TQ,00075CE063,04:45:35
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007AC494F,04:52:31
2024-05-18,GB2,K89,LID31,Mbec,TQ,0007D104D3,04:52:53
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079ABB95,14:04:01
2024-05-18,GB2,K89,LID31,Mbec,TQ,00079ABB95,14:04:02
2024-05-18,GB2,K44,LID32,Mbec,TQ,00079ABB95,16:21:34
2024-05-18,GB2,K44,LID32,Mbec,TQ,00079ABB95,16:21:35
2024-05-18,GB2,K44,LID32,Mbec,TQ,00074F663E,21:45:21
2024-05-18,GB2,K44,LID32,Mbec,TQ,00074F663E,21:45:23
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007AC418B,21:48:14
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007AC418B,21:48:15
2024-05-18,GB2,K44,LID32,Mbec,TQ,00075D076C,21:48:20
2024-05-18,GB2,K44,LID32,Mbec,TQ,0007ABF44A,21:48:51
