#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
"0;Trovan Unique;""0006B3B283"";25.07.2017;11:56:31;;-;-;;"
"1;Trovan Unique;""0006B3B283"";25.07.2017;11:56:32;;-;-;;"
"2;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:08;;-;-;;"
"3;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:10;;-;-;;"
"4;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:25;;-;-;;"
"5;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:26;;-;-;;"
"6;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:28;;-;-;;"
"7;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:29;;-;-;;"
"8;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:30;;-;-;;"
"9;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:31;;-;-;;"
"10;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:33;;-;-;;"
"11;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:34;;-;-;;"
"12;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:35;;-;-;;"
"13;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:36;;-;-;;"
"14;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:37;;-;-;;"
"15;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:38;;-;-;;"
"16;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:39;;-;-;;"
"17;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:40;;-;-;;"
"18;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:41;;-;-;;"
"19;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:42;;-;-;;"
"20;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:43;;-;-;;"
"21;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:44;;-;-;;"
"22;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:47;;-;-;;"
"23;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:48;;-;-;;"
"24;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:49;;-;-;;"
"25;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:50;;-;-;;"
"26;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:51;;-;-;;"
"27;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:52;;-;-;;"
"28;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:53;;-;-;;"
"29;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:54;;-;-;;"
"30;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:55;;-;-;;"
"31;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:56;;-;-;;"
"32;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:57;;-;-;;"
"33;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:58;;-;-;;"
"34;Trovan Unique;""0006B3B7B9"";25.07.2017;22:37:59;;-;-;;"
"35;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:00;;-;-;;"
"36;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:01;;-;-;;"
"37;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:02;;-;-;;"
"38;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:03;;-;-;;"
"39;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:04;;-;-;;"
"40;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:05;;-;-;;"
"41;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:06;;-;-;;"
"42;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:07;;-;-;;"
"43;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:08;;-;-;;"
"44;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:09;;-;-;;"
"45;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:10;;-;-;;"
"46;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:11;;-;-;;"
"47;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:12;;-;-;;"
"48;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:13;;-;-;;"
"49;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:14;;-;-;;"
"50;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:15;;-;-;;"
"51;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:16;;-;-;;"
"52;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:17;;-;-;;"
"53;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:18;;-;-;;"
"54;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:19;;-;-;;"
"55;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:20;;-;-;;"
"56;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:21;;-;-;;"
"57;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:22;;-;-;;"
"58;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:23;;-;-;;"
"59;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:24;;-;-;;"
"60;Trovan Unique;""0006B3B7B9"";25.07.2017;22:38:28;;-;-;;"
"61;Trovan Unique;""00075D0785"";25.07.2017;23:30:23;;-;-;;"
"98;Trovan Unique;""0006B3B283"";27.07.2017;12:51:45;;-;-;;"
