#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
"0;Trovan Unique;""0006B3B283"";14/07/2018;12:56:14;;-;-;;"
"1;Trovan Unique;""0006B3B283"";14/07/2018;12:56:15;;-;-;;"
"2;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:32;;-;-;;"
"3;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:33;;-;-;;"
"4;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:34;;-;-;;"
"5;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:35;;-;-;;"
"6;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:38;;-;-;;"
"7;Trovan Unique;""0006B38CB1"";14/07/2018;21:43:40;;-;-;;"
"8;Trovan Unique;""0006B38CB1"";14/07/2018;21:46:55;;-;-;;"
"9;Trovan Unique;""0006B38CB1"";14/07/2018;21:46:56;;-;-;;"
"10;Trovan Unique;""0006B38CB1"";14/07/2018;21:46:57;;-;-;;"
"11;Trovan Unique;""0006B3A701"";14/07/2018;21:47:42;;-;-;;"
"12;Trovan Unique;""0006B3A701"";14/07/2018;21:47:43;;-;-;;"
"13;Trovan Unique;""0006B3A701"";14/07/2018;21:47:44;;-;-;;"
"14;Trovan Unique;""0006B3A701"";14/07/2018;21:47:45;;-;-;;"
"15;Trovan Unique;""0006B3A701"";14/07/2018;21:47:46;;-;-;;"
"16;Trovan Unique;""0006B3A701"";14/07/2018;21:47:47;;-;-;;"
"17;Trovan Unique;""0006B3A701"";14/07/2018;21:47:48;;-;-;;"
"18;Trovan Unique;""0006B3A701"";14/07/2018;21:47:49;;-;-;;"
"19;Trovan Unique;""0006B3A701"";14/07/2018;21:48:19;;-;-;;"
"20;Trovan Unique;""0006B3A701"";14/07/2018;21:48:20;;-;-;;"
"21;Trovan Unique;""0006B3A701"";14/07/2018;21:48:21;;-;-;;"
"22;Trovan Unique;""0006B3A701"";14/07/2018;21:48:22;;-;-;;"
"23;Trovan Unique;""00075D6F2D"";14/07/2018;21:48:42;;-;-;;"
"24;Trovan Unique;""000783A6FD"";14/07/2018;21:53:17;;-;-;;"
"25;Trovan Unique;""0006B38BBC"";14/07/2018;21:54:34;;-;-;;"
"26;Trovan Unique;""0006B364E7"";14/07/2018;21:59:42;;-;-;;"
"27;Trovan Unique;""0006B364E7"";14/07/2018;21:59:43;;-;-;;"
"28;Trovan Unique;""0007AC566D"";14/07/2018;22:01:11;;-;-;;"
"29;Trovan Unique;""0006B364E7"";15/07/2018;01:58:36;;-;-;;"
"30;Trovan Unique;""0006B364E7"";15/07/2018;01:58:37;;-;-;;"
"31;Trovan Unique;""0006B364E7"";15/07/2018;01:58:38;;-;-;;"
"32;Trovan Unique;""0006B364E7"";15/07/2018;01:58:39;;-;-;;"
"33;Trovan Unique;""0006B364E7"";15/07/2018;02:06:49;;-;-;;"
"34;Trovan Unique;""0006B364E7"";15/07/2018;03:36:25;;-;-;;"
"35;Trovan Unique;""0006B38CB1"";15/07/2018;03:38:51;;-;-;;"
"36;Trovan Unique;""0006B38CB1"";15/07/2018;03:38:52;;-;-;;"
"37;Trovan Unique;""0006B364E7"";15/07/2018;03:39:04;;-;-;;"
"38;Trovan Unique;""0006B38CB1"";15/07/2018;03:40:42;;-;-;;"
"39;Trovan Unique;""0006B38CB1"";15/07/2018;03:40:43;;-;-;;"
"40;Trovan Unique;""0006B38CB1"";15/07/2018;03:40:44;;-;-;;"
"41;Trovan Unique;""0006B364E7"";15/07/2018;03:40:50;;-;-;;"
"42;Trovan Unique;""000783A6FD"";15/07/2018;03:41:30;;-;-;;"
"43;Trovan Unique;""0006B38CB1"";15/07/2018;03:43:13;;-;-;;"
"44;Trovan Unique;""0006B38CB1"";15/07/2018;03:43:14;;-;-;;"
"45;Trovan Unique;""000783A6FD"";15/07/2018;03:43:19;;-;-;;"
"46;Trovan Unique;""0006B38CB1"";15/07/2018;03:46:42;;-;-;;"
"47;Trovan Unique;""000783A6FD"";15/07/2018;03:51:04;;-;-;;"
"48;Trovan Unique;""0006B38BBC"";15/07/2018;03:51:07;;-;-;;"
"49;Trovan Unique;""00075D6F2D"";15/07/2018;03:51:11;;-;-;;"
"50;Trovan Unique;""0006B364E7"";15/07/2018;03:54:48;;-;-;;"
"51;Trovan Unique;""0006B38CB1"";15/07/2018;03:55:22;;-;-;;"
"52;Trovan Unique;""0007AC566D"";15/07/2018;05:05:34;;-;-;;"
"53;Trovan Unique;""0006B364E7"";15/07/2018;05:06:24;;-;-;;"
