date_time,id,box
2012-05-05 21:36:44,0006CC1AB6,K17
2012-05-05 21:43:53,00068E1878,K17
2012-05-05 21:57:24,0006CC0EAB,K17
2012-05-05 21:58:49,0006B29E36,K17
2012-05-05 22:00:51,000697C596,K17
2012-05-05 22:01:50,00065EC1B3,K17
2012-05-05 22:01:56,00068E3435,K17
2012-05-05 22:07:57,0006CC1AB6,K17
2012-05-05 22:21:19,0006CC1AB6,K17
2012-05-05 22:22:27,00068EA92B,K17
2012-05-05 22:23:07,0006CC0EAB,K17
2012-05-05 22:23:45,00068E1878,K17
2012-05-05 22:40:55,00068E1878,K17
2012-05-05 22:47:37,0006CC0EAB,K17
2012-05-05 22:57:53,00068E3435,K17
2012-05-05 22:59:30,00068EA92B,K17
2012-05-05 23:19:23,0006CC0EAB,K17
2012-05-05 23:36:42,00065EC1B3,K17
2012-05-05 23:38:43,00068EA92B,K17
2012-05-05 23:47:10,000697C596,K17
2012-05-05 23:47:13,00068E3435,K17
2012-05-06 00:02:38,00068EA92B,K17
2012-05-06 00:06:50,0006CC0EAB,K17
2012-05-06 00:11:16,00068E3435,K17
2012-05-06 00:36:21,00068EA92B,K17
2012-05-06 00:43:25,0006CC0EAB,K17
2012-05-06 00:49:08,00068E3435,K17
2012-05-06 00:52:08,00068E1878,K17
2012-05-06 01:02:45,00068E3435,K17
2012-05-06 01:03:04,000697C596,K17
2012-05-06 01:06:06,00068EA92B,K17
2012-05-06 01:16:24,00068EA92B,K17
2012-05-06 01:55:49,00068EA92B,K17
2012-05-06 02:01:38,00068E3435,K17
2012-05-06 02:05:58,00068EA92B,K17
2012-05-07 20:52:47,0006CC0EAB,K17
2012-05-07 20:56:03,00068E1878,K17
2012-05-07 20:56:17,000697C596,K17
2012-05-07 20:59:03,0006CC0EAB,K17
2012-05-07 22:04:05,0006CC1AB6,K17
2012-05-07 22:25:45,0006CC1AB6,K17
2012-05-07 22:38:42,00068E1878,K17
2012-05-07 22:43:19,00068E3435,K17
2012-05-07 22:49:10,00068E3435,K17
2012-05-07 23:00:10,000697C596,K17
2012-05-07 23:07:36,00068EA92B,K17
2012-05-07 23:08:41,0006CC0EAB,K17
2012-05-07 23:13:05,00068E3435,K17
2012-05-07 23:20:03,00068E1878,K17
2012-05-07 23:37:14,00068E3435,K17
2012-05-07 23:40:28,00068EA92B,K17
2012-05-07 23:50:02,0006CC0EAB,K17
2012-05-08 00:05:42,000697C596,K17
2012-05-08 00:11:00,00065EC1B3,K17
2012-05-08 00:22:57,00068E3435,K17
2012-05-08 00:23:32,0006CC0EAB,K17
2012-05-08 00:48:02,00068E1878,K17
2012-05-08 00:52:44,0006CC1AB6,K17
2012-05-08 00:57:51,00068E3435,K17
2012-05-08 01:06:33,0006B29E36,K17
2012-05-08 01:32:09,000697C596,K17
2012-05-08 01:39:28,0006CC0EAB,K17
2012-05-08 01:42:45,00068E3435,K17
2012-05-08 01:43:45,00065EC1B3,K17
2012-05-08 02:17:42,000697C596,K17
2012-05-08 02:18:59,00068E3435,K17
2012-05-08 02:24:56,00068EA92B,K17
2012-05-08 02:26:18,00065EC1B3,K17
2012-05-08 02:35:57,0006CC1AB6,K17
2012-05-08 02:45:57,0006CC1AB6,K17
2012-05-08 02:47:27,00065EC1B3,K17
2012-05-08 02:52:25,00068E3435,K17
2012-05-08 02:57:54,00068EA92B,K17
2012-05-08 03:19:14,0006CC0EAB,K17
2012-05-08 03:21:37,000697C596,K17
2012-05-08 03:35:40,00068E3435,K17
2012-05-08 05:24:24,0006CC0EAB,K17
