#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
"0;Trovan Unique;""0006B3B283"";14/07/2018;12:42:17;;-;-;;"
"1;Trovan Unique;""0006E239ED"";14/07/2018;21:44:14;;-;-;;"
"2;Trovan Unique;""0006E239ED"";14/07/2018;21:44:15;;-;-;;"
"3;Trovan Unique;""000783F377"";14/07/2018;21:44:27;;-;-;;"
"4;Trovan Unique;""000783F377"";14/07/2018;21:44:28;;-;-;;"
"5;Trovan Unique;""00075CC950"";14/07/2018;21:45:07;;-;-;;"
"6;Trovan Unique;""00075CC950"";14/07/2018;21:45:08;;-;-;;"
"7;Trovan Unique;""0006E241C1"";14/07/2018;21:45:22;;-;-;;"
"8;Trovan Unique;""0006E24ECA"";14/07/2018;21:47:01;;-;-;;"
"9;Trovan Unique;""0006E24C7B"";14/07/2018;21:47:52;;-;-;;"
"10;Trovan Unique;""00074F663E"";14/07/2018;21:48:26;;-;-;;"
"11;Trovan Unique;""00075D879F"";14/07/2018;21:49:30;;-;-;;"
"12;Trovan Unique;""0006CC24E9"";14/07/2018;21:49:33;;-;-;;"
"13;Trovan Unique;""000786D14D"";14/07/2018;21:51:15;;-;-;;"
"14;Trovan Unique;""000786D14D"";14/07/2018;21:51:16;;-;-;;"
"15;Trovan Unique;""0006B3B75C"";14/07/2018;21:51:23;;-;-;;"
"16;Trovan Unique;""00071E15BF"";14/07/2018;21:56:00;;-;-;;"
"17;Trovan Unique;""00075D0758"";14/07/2018;21:56:11;;-;-;;"
"18;Trovan Unique;""00075B29B2"";14/07/2018;22:03:06;;-;-;;"
"19;Trovan Unique;""00075B29B2"";14/07/2018;22:03:07;;-;-;;"
