#;Transponder Type:;Transponder Code:;Date:;Time:;Event:;Unit #:;Antenna #:;Memo:;Custom:;
"0;Trovan Unique;""0006B3B283"";13/07/2018;12:03:13;;-;-;;"
"1;Trovan Unique;""0006B3B283"";13/07/2018;12:03:14;;-;-;;"
"2;Trovan Unique;""000786D14D"";13/07/2018;21:46:13;;-;-;;"
"3;Trovan Unique;""000786D14D"";13/07/2018;21:46:16;;-;-;;"
"4;Trovan Unique;""0006CC2C18"";13/07/2018;21:49:27;;-;-;;"
"5;Trovan Unique;""000786D14D"";13/07/2018;21:49:37;;-;-;;"
"6;Trovan Unique;""0007AC2F8D"";13/07/2018;21:50:14;;-;-;;"
"7;Trovan Unique;""0007AC2F8D"";13/07/2018;21:50:15;;-;-;;"
"8;Trovan Unique;""000783F377"";13/07/2018;21:50:47;;-;-;;"
"9;Trovan Unique;""0006E239ED"";13/07/2018;21:51:38;;-;-;;"
"10;Trovan Unique;""0006E239ED"";13/07/2018;21:51:39;;-;-;;"
"11;Trovan Unique;""00068E377E"";13/07/2018;21:51:58;;-;-;;"
"12;Trovan Unique;""0006E24ECA"";13/07/2018;21:53:15;;-;-;;"
"13;Trovan Unique;""00075CC950"";13/07/2018;21:53:25;;-;-;;"
"14;Trovan Unique;""00075CC950"";13/07/2018;21:53:26;;-;-;;"
"15;Trovan Unique;""0006E24C7B"";13/07/2018;21:54:54;;-;-;;"
"16;Trovan Unique;""0006B34FE4"";13/07/2018;21:57:03;;-;-;;"
"17;Trovan Unique;""0006B34FE4"";13/07/2018;21:57:05;;-;-;;"
"18;Trovan Unique;""0006B34FE4"";13/07/2018;21:57:06;;-;-;;"
"19;Trovan Unique;""0006CC24E9"";13/07/2018;21:57:09;;-;-;;"
"20;Trovan Unique;""00074F663E"";13/07/2018;21:57:10;;-;-;;"
"21;Trovan Unique;""00075B29B2"";13/07/2018;21:57:21;;-;-;;"
"22;Trovan Unique;""00075B29B2"";13/07/2018;21:57:22;;-;-;;"
"23;Trovan Unique;""00075D879F"";13/07/2018;21:57:43;;-;-;;"
"24;Trovan Unique;""0006B3BF04"";13/07/2018;21:58:35;;-;-;;"
"25;Trovan Unique;""0007ABD629"";13/07/2018;21:59:38;;-;-;;"
"26;Trovan Unique;""0007839FB7"";13/07/2018;21:59:40;;-;-;;"
"27;Trovan Unique;""0006B3B75C"";13/07/2018;22:00:28;;-;-;;"
"28;Trovan Unique;""0007ABDCCF"";13/07/2018;22:00:33;;-;-;;"
"29;Trovan Unique;""0007AC44BD"";13/07/2018;22:02:18;;-;-;;"
"30;Trovan Unique;""0007ABF44A"";13/07/2018;22:04:45;;-;-;;"
"31;Trovan Unique;""00075D0758"";13/07/2018;22:07:30;;-;-;;"
"32;Trovan Unique;""0007ABC5F2"";13/07/2018;22:07:49;;-;-;;"
"33;Trovan Unique;""00075D076C"";13/07/2018;22:08:00;;-;-;;"
"34;Trovan Unique;""00071E15BF"";13/07/2018;22:08:07;;-;-;;"
"35;Trovan Unique;""0007AC2F8D"";13/07/2018;23:58:59;;-;-;;"
"36;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:00;;-;-;;"
"37;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:01;;-;-;;"
"38;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:02;;-;-;;"
"39;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:03;;-;-;;"
"40;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:04;;-;-;;"
"41;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:05;;-;-;;"
"42;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:06;;-;-;;"
"43;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:07;;-;-;;"
"44;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:08;;-;-;;"
"45;Trovan Unique;""0007AC2F8D"";13/07/2018;23:59:09;;-;-;;"
"46;Trovan Unique;""00068E377E"";14/07/2018;00:03:35;;-;-;;"
"47;Trovan Unique;""0007AC2F8D"";14/07/2018;00:07:08;;-;-;;"
"48;Trovan Unique;""00068E377E"";14/07/2018;00:12:22;;-;-;;"
"49;Trovan Unique;""00075CC950"";14/07/2018;01:25:21;;-;-;;"
"50;Trovan Unique;""00075CC950"";14/07/2018;01:25:22;;-;-;;"
"51;Trovan Unique;""0006CC24E9"";14/07/2018;01:25:41;;-;-;;"
"52;Trovan Unique;""0006E241C1"";14/07/2018;01:25:54;;-;-;;"
"53;Trovan Unique;""00068E377E"";14/07/2018;01:27:28;;-;-;;"
"54;Trovan Unique;""00075B29B2"";14/07/2018;01:27:59;;-;-;;"
"55;Trovan Unique;""000783F377"";14/07/2018;01:29:58;;-;-;;"
"56;Trovan Unique;""0006E241C1"";14/07/2018;01:32:29;;-;-;;"
"57;Trovan Unique;""0006E241C1"";14/07/2018;01:32:30;;-;-;;"
"58;Trovan Unique;""0006CC24E9"";14/07/2018;01:33:12;;-;-;;"
"59;Trovan Unique;""00068E377E"";14/07/2018;01:33:26;;-;-;;"
"60;Trovan Unique;""00075CC950"";14/07/2018;01:34:26;;-;-;;"
"61;Trovan Unique;""0006CC2C18"";14/07/2018;01:34:31;;-;-;;"
"62;Trovan Unique;""0006CC24E9"";14/07/2018;01:36:00;;-;-;;"
"63;Trovan Unique;""00068E377E"";14/07/2018;01:38:55;;-;-;;"
"64;Trovan Unique;""0006CC24E9"";14/07/2018;01:39:23;;-;-;;"
"65;Trovan Unique;""0006CC24E9"";14/07/2018;01:39:24;;-;-;;"
"66;Trovan Unique;""0006CC24E9"";14/07/2018;01:39:25;;-;-;;"
"67;Trovan Unique;""0006CC24E9"";14/07/2018;01:39:26;;-;-;;"
"68;Trovan Unique;""0006CC24E9"";14/07/2018;01:39:27;;-;-;;"
"69;Trovan Unique;""000783F377"";14/07/2018;01:40:35;;-;-;;"
"70;Trovan Unique;""000783F377"";14/07/2018;01:40:36;;-;-;;"
"71;Trovan Unique;""000783F377"";14/07/2018;01:40:38;;-;-;;"
"72;Trovan Unique;""00075D879F"";14/07/2018;01:51:06;;-;-;;"
"73;Trovan Unique;""000786D14D"";14/07/2018;02:01:46;;-;-;;"
"74;Trovan Unique;""000786D14D"";14/07/2018;02:02:01;;-;-;;"
"75;Trovan Unique;""00075B29B2"";14/07/2018;02:07:28;;-;-;;"
"76;Trovan Unique;""00075B29B2"";14/07/2018;02:07:29;;-;-;;"
"77;Trovan Unique;""00075B29B2"";14/07/2018;02:07:30;;-;-;;"
"78;Trovan Unique;""00075B29B2"";14/07/2018;02:07:31;;-;-;;"
"79;Trovan Unique;""00068E377E"";14/07/2018;02:14:28;;-;-;;"
"80;Trovan Unique;""00068E377E"";14/07/2018;02:17:19;;-;-;;"
"81;Trovan Unique;""000783F377"";14/07/2018;02:27:03;;-;-;;"
"82;Trovan Unique;""0006CC24E9"";14/07/2018;02:27:14;;-;-;;"
"83;Trovan Unique;""000786D14D"";14/07/2018;02:27:40;;-;-;;"
"84;Trovan Unique;""000783F377"";14/07/2018;02:33:39;;-;-;;"
"85;Trovan Unique;""000783F377"";14/07/2018;02:33:40;;-;-;;"
"86;Trovan Unique;""000783F377"";14/07/2018;02:33:41;;-;-;;"
"87;Trovan Unique;""000783F377"";14/07/2018;02:33:42;;-;-;;"
"88;Trovan Unique;""00075CC950"";14/07/2018;02:34:39;;-;-;;"
"89;Trovan Unique;""0006E239ED"";14/07/2018;02:35:54;;-;-;;"
"90;Trovan Unique;""0006B3B75C"";14/07/2018;02:37:14;;-;-;;"
"91;Trovan Unique;""0006E239ED"";14/07/2018;02:38:22;;-;-;;"
"92;Trovan Unique;""0006E239ED"";14/07/2018;02:38:23;;-;-;;"
"93;Trovan Unique;""0006E239ED"";14/07/2018;02:38:24;;-;-;;"
"94;Trovan Unique;""0006E239ED"";14/07/2018;02:38:25;;-;-;;"
"95;Trovan Unique;""0006E239ED"";14/07/2018;02:38:26;;-;-;;"
"96;Trovan Unique;""0006E239ED"";14/07/2018;02:38:27;;-;-;;"
"97;Trovan Unique;""00075CC950"";14/07/2018;02:41:18;;-;-;;"
"98;Trovan Unique;""00075CC950"";14/07/2018;02:41:20;;-;-;;"
"99;Trovan Unique;""00075CC950"";14/07/2018;02:41:21;;-;-;;"
"100;Trovan Unique;""00068E377E"";14/07/2018;02:41:54;;-;-;;"
"101;Trovan Unique;""00068E377E"";14/07/2018;02:41:55;;-;-;;"
"102;Trovan Unique;""00068E377E"";14/07/2018;02:41:56;;-;-;;"
"103;Trovan Unique;""00068E377E"";14/07/2018;02:41:57;;-;-;;"
"104;Trovan Unique;""00075CC950"";14/07/2018;02:42:04;;-;-;;"
"105;Trovan Unique;""00068E377E"";14/07/2018;02:42:22;;-;-;;"
"106;Trovan Unique;""0006CC24E9"";14/07/2018;02:42:26;;-;-;;"
"107;Trovan Unique;""0006B3B75C"";14/07/2018;02:44:33;;-;-;;"
"108;Trovan Unique;""00075CC950"";14/07/2018;02:50:06;;-;-;;"
"109;Trovan Unique;""00075B29B2"";14/07/2018;02:51:08;;-;-;;"
"110;Trovan Unique;""0006E239ED"";14/07/2018;02:53:01;;-;-;;"
"111;Trovan Unique;""0006E239ED"";14/07/2018;02:53:02;;-;-;;"
"112;Trovan Unique;""000786D14D"";14/07/2018;02:53:06;;-;-;;"
"113;Trovan Unique;""0006E24C7B"";14/07/2018;02:54:56;;-;-;;"
"114;Trovan Unique;""0006E239ED"";14/07/2018;02:55:24;;-;-;;"
"115;Trovan Unique;""000786D14D"";14/07/2018;02:56:13;;-;-;;"
"116;Trovan Unique;""0006E239ED"";14/07/2018;02:58:08;;-;-;;"
"117;Trovan Unique;""0006E24C7B"";14/07/2018;03:03:10;;-;-;;"
"118;Trovan Unique;""0006E24C7B"";14/07/2018;03:07:51;;-;-;;"
"119;Trovan Unique;""0006E239ED"";14/07/2018;03:10:18;;-;-;;"
"120;Trovan Unique;""0006E239ED"";14/07/2018;03:10:19;;-;-;;"
"121;Trovan Unique;""00068E377E"";14/07/2018;03:48:02;;-;-;;"
"122;Trovan Unique;""0006E241C1"";14/07/2018;04:34:07;;-;-;;"
"123;Trovan Unique;""0006CC24E9"";14/07/2018;04:40:51;;-;-;;"
"124;Trovan Unique;""000786D14D"";14/07/2018;04:51:10;;-;-;;"
